"PUBID","P5-101","CV_HH_POV_RATIO","YAST25-3310_COMB","YAST25-3320_COMB","CVC_TTL_RESIDENCES"
4861,1,283,4,-4,4
4862,1,64,5,2,16
4863,-4,119,4,-4,6
4864,-4,119,-4,-4,12
4865,-4,190,4,-4,-3
4866,1,386,5,3,7
4867,-4,181,-4,-4,12
4868,1,84,-4,-4,-3
4869,-4,-3,1,-4,6
4870,-4,220,5,1,6
4871,-4,-4,4,-4,-4
4872,-4,-4,4,-4,-4
4873,1,-3,5,3,4
4874,1,-3,4,-4,7
4875,1,294,4,-4,8
4876,1,160,2,-4,7
4877,1,160,4,-4,7
4878,1,-3,-4,-4,-3
4879,1,231,4,-4,15
4880,-4,40,-4,-4,13
4881,1,277,4,-4,-3
4882,3,91,1,-4,9
4883,1,240,4,-4,8
4884,-4,-4,1,-4,-4
4885,1,255,-4,-4,5
4886,1,-3,-4,-4,14
4887,2,91,1,-4,6
4889,1,-3,4,-4,11
4890,1,301,5,3,18
4891,1,860,1,-4,3
4892,-4,-3,-4,-4,3
4893,-4,316,4,-4,-4
4894,1,175,4,-4,-4
4895,1,249,4,-4,10
4896,2,189,4,-4,12
4897,1,320,4,-4,-3
4898,2,179,3,-4,7
4899,-4,-4,4,-4,-4
4900,1,439,3,-4,12
4901,1,176,-4,-4,-3
4902,1,176,4,-4,9
4903,1,132,4,-4,5
4904,1,-3,4,-4,13
4905,-4,52,4,-4,16
4906,1,213,1,-4,4
4907,1,213,5,1,-3
4908,-4,-4,4,-4,-4
4909,-4,98,5,1,-4
4910,-4,-4,-4,-4,-4
4911,1,308,5,97,13
4912,1,308,2,-4,-3
4913,-4,72,4,-4,-3
4914,1,272,-4,-4,7
4915,1,251,4,-4,7
4916,1,251,1,-4,7
4917,1,144,-4,-4,-3
4918,3,80,5,1,5
4919,3,80,2,-4,2
4920,1,145,-4,-4,4
4921,1,197,1,-4,4
4922,1,197,-4,-4,2
4923,-4,98,-4,-4,3
4924,-4,176,-4,-4,2
4925,-4,176,-4,-4,2
4926,1,444,4,-4,17
4927,1,537,5,1,6
4928,-4,-4,-4,-4,-4
4929,-4,-4,4,-4,-4
4930,-4,-4,5,1,-4
4931,1,363,4,-4,5
4932,1,237,5,1,1
4933,1,189,-4,-4,3
4934,1,169,4,-4,10
4935,1,448,-4,-4,4
4936,-4,1627,5,97,-4
4937,1,1627,5,2,-4
4938,1,481,5,1,6
4939,1,158,-4,-4,1
4940,1,158,2,-4,2
4941,1,319,4,-4,18
4942,1,154,4,-4,9
4943,1,154,4,-4,5
4944,1,401,5,1,19
4945,2,245,-4,-4,5
4946,2,190,-4,-4,5
4947,1,251,5,10,14
4948,1,667,4,-4,13
4949,2,-3,-4,-4,4
4950,2,258,-4,-4,20
4951,-4,-3,4,-4,-4
4952,-4,-4,4,-4,-4
4953,-4,252,-4,-4,6
4954,-4,252,5,97,17
4955,2,162,4,-4,10
4956,2,162,4,-4,6
4957,2,150,1,-4,3
4958,1,435,-4,-4,8
4959,1,262,4,-4,16
4960,2,246,4,-4,14
4961,1,139,4,-4,19
4962,1,139,4,-4,21
4963,2,-3,4,-4,19
4964,1,1,-4,-4,1
4965,1,294,5,1,7
4966,1,294,4,-4,9
4967,1,68,1,-4,2
4968,1,68,4,-4,8
4969,1,535,4,-4,6
4970,1,534,4,-4,5
4971,1,502,4,-4,16
4972,-4,240,4,-4,5
4973,-4,126,2,-4,15
4974,-4,126,-4,-4,7
4975,-4,177,4,-4,6
4976,-4,274,5,1,13
4977,-4,255,-4,-4,7
4978,-4,125,-4,-4,5
4979,2,262,4,-4,23
4980,-4,766,-4,-4,1
4981,1,-3,5,1,15
4982,1,260,4,-4,4
4983,2,126,1,-4,13
4984,1,345,4,-4,7
4985,-4,92,-4,-4,1
4986,1,239,4,-4,8
4987,1,240,4,-4,14
4988,1,47,3,-4,13
4989,-4,251,-4,-4,3
4990,1,267,5,3,6
4991,1,267,4,-4,12
4992,1,465,4,-4,9
4993,1,465,4,-4,18
4994,1,465,4,-4,14
4995,1,202,4,-4,2
4996,1,202,-4,-4,4
4997,-4,-4,-4,-4,-4
4998,-4,41,4,-4,12
4999,-4,41,4,-4,10
5000,-4,-4,5,97,-4
5001,-4,-4,4,-4,-4
5002,2,48,4,-4,11
5003,2,48,4,-4,13
5004,2,52,-4,-4,13
5005,2,52,4,-4,12
5006,2,134,-4,-4,6
5007,1,-3,4,-4,12
5008,1,515,4,-4,10
5009,1,171,4,-4,11
5010,2,227,4,-4,10
5011,-4,-4,4,-4,-4
5012,-4,226,5,1,6
5013,-4,226,-4,-4,8
5014,1,464,4,-4,15
5015,2,63,4,-4,8
5016,1,285,-4,-4,11
5017,1,220,4,-4,8
5018,1,220,4,-4,5
5019,3,294,5,97,6
5020,1,388,4,-4,10
5021,-4,174,4,-4,4
5022,1,428,5,1,7
5023,2,62,4,-4,6
5024,1,374,3,-4,7
5025,1,374,5,1,6
5026,1,446,5,1,7
5027,1,-3,1,-4,1
5028,1,375,4,-4,15
5029,1,375,1,-4,2
5030,1,204,4,-4,13
5031,1,-3,2,-4,6
5032,1,143,4,-4,9
5033,1,143,4,-4,5
5034,2,-3,4,-4,9
5035,1,-3,5,97,9
5036,-4,-4,1,-4,-4
5037,1,451,4,-4,6
5038,1,135,4,-4,5
5039,1,135,5,1,10
5040,1,3,5,97,10
5041,1,540,4,-4,10
5042,1,630,-4,-4,10
5043,1,630,1,-4,14
5044,-4,-3,4,-4,-4
5045,1,471,4,-4,6
5046,1,166,5,2,6
5047,1,-3,5,10,18
5048,1,40,4,-4,15
5049,1,242,5,1,4
5050,2,33,4,-4,14
5051,3,228,4,-4,14
5052,-4,-4,4,-4,-4
5053,1,372,5,97,6
5054,1,470,4,-4,8
5055,1,202,5,97,17
5056,1,-3,5,1,6
5057,1,320,4,-4,12
5058,1,23,4,-4,7
5059,2,127,1,-4,20
5060,1,410,4,-4,10
5061,2,55,-4,-4,7
5062,1,496,4,-4,12
5063,2,277,5,97,17
5064,1,240,1,-4,6
5065,1,490,4,-4,12
5066,1,490,4,-4,27
5067,1,58,1,-4,6
5068,1,346,4,-4,6
5069,1,346,4,-4,5
5070,1,213,1,-4,11
5071,-4,329,1,-4,2
5072,1,-3,2,-4,8
5073,1,238,4,-4,12
5074,-4,-4,-4,-4,-4
5075,1,258,5,1,18
5076,-4,-4,5,1,-4
5077,1,280,4,-4,5
5078,1,88,1,-4,6
5079,-4,78,5,5,14
5080,1,170,-4,-4,-3
5081,1,170,-4,-4,17
5082,1,254,-4,-4,15
5083,-4,-4,-4,-4,-4
5084,1,401,4,-4,10
5085,1,401,5,1,1
5086,-4,277,2,-4,2
5087,1,383,1,-4,4
5088,1,561,4,-4,5
5089,1,561,1,-4,11
5090,1,572,-4,-4,4
5091,1,572,-4,-4,10
5092,1,276,4,-4,27
5093,1,199,4,-4,29
5094,-4,-4,4,-4,-4
5095,1,219,5,1,4
5096,1,-3,4,-4,12
5097,1,-3,4,-4,13
5098,1,378,2,-4,6
5099,1,261,5,1,3
5100,1,731,-4,-4,7
5101,1,-3,-4,-4,2
5102,2,465,5,1,8
5103,1,333,-4,-4,7
5104,1,333,5,1,8
5105,1,223,5,1,9
5106,1,-3,2,-4,20
5107,1,309,-4,-4,1
5108,2,204,1,-4,9
5109,1,133,5,1,7
5110,1,295,4,-4,6
5111,1,268,2,-4,8
5112,1,268,-4,-4,4
5113,1,238,4,-4,22
5114,1,437,4,-4,8
5115,1,444,4,-4,7
5116,1,426,1,-4,7
5117,1,221,-4,-4,8
5118,1,509,-4,-4,10
5119,1,332,-4,-4,6
5120,1,213,5,1,11
5121,1,256,-4,-4,1
5122,1,248,5,1,3
5123,1,452,4,-4,14
5124,3,-3,5,1,9
5125,3,-3,5,1,8
5126,2,260,-4,-4,8
5127,2,351,4,-4,21
5128,2,219,4,-4,13
5129,2,160,4,-4,11
5130,-4,-4,-4,-4,-4
5131,3,319,4,-4,15
5132,1,233,-4,-4,5
5133,1,233,5,5,6
5134,2,193,-4,-4,12
5135,2,302,1,-4,8
5136,1,436,4,-4,15
5137,2,471,2,-4,12
5138,2,471,4,-4,13
5139,1,474,4,-4,14
5140,1,474,2,-4,9
5141,2,139,4,-4,14
5142,1,385,3,-4,10
5143,1,385,5,1,6
5144,1,420,3,-4,8
5145,1,337,4,-4,2
5146,1,291,4,-4,6
5147,1,291,-4,-4,4
5148,-4,264,4,-4,15
5149,1,336,4,-4,7
5150,1,189,4,-4,17
5151,-4,-4,1,-4,-4
5152,1,252,-4,-4,1
5153,1,252,4,-4,14
5154,1,417,1,-4,8
5155,1,417,4,-4,10
5156,1,417,1,-4,4
5157,2,606,4,-4,17
5158,2,73,1,-4,16
5159,1,222,4,-4,9
5160,1,295,-4,-4,8
5161,1,-3,4,-4,16
5162,1,180,4,-4,19
5163,1,180,4,-4,16
5164,1,-3,-4,-4,10
5165,1,314,4,-4,10
5166,1,254,4,-4,14
5167,1,329,4,-4,-3
5170,1,267,1,-4,10
5171,2,188,-4,-4,2
5172,1,241,2,-4,12
5173,1,241,-4,-4,7
5174,1,559,5,1,11
5175,2,324,4,-4,15
5176,2,324,4,-4,13
5177,1,245,4,-4,11
5178,1,305,-4,-4,6
5179,1,305,1,-4,6
5180,1,427,4,-4,12
5181,1,427,2,-4,10
5182,1,352,-4,-4,3
5183,1,453,4,-4,9
5184,1,982,4,-4,7
5185,1,238,2,-4,4
5186,1,417,4,-4,11
5187,1,417,4,-4,7
5188,1,268,2,-4,10
5189,1,347,2,-4,5
5190,1,347,1,-4,4
5191,1,198,4,-4,11
5192,1,198,4,-4,16
5193,1,515,4,-4,14
5194,1,438,2,-4,3
5195,1,438,1,-4,4
5196,1,374,4,-4,11
5197,1,251,4,-4,6
5198,1,251,2,-4,5
5199,2,97,4,-4,9
5200,2,97,4,-4,4
5201,1,331,1,-4,8
5202,1,507,2,-4,9
5203,1,359,5,1,6
5204,1,512,-4,-4,8
5205,1,310,4,-4,15
5206,1,891,1,-4,6
5207,1,229,4,-4,10
5208,1,229,5,1,7
5209,1,240,5,1,5
5210,-4,-4,2,-4,-4
5211,2,103,4,-4,6
5212,1,199,4,-4,10
5213,1,199,1,-4,3
5214,1,256,4,-4,10
5215,2,89,-4,-4,13
5216,1,155,4,-4,8
5217,1,155,4,-4,20
5218,1,155,1,-4,10
5219,1,-3,4,-4,13
5220,1,-3,4,-4,7
5221,1,331,4,-4,10
5222,1,358,1,-4,7
5223,1,358,4,-4,7
5224,1,283,2,-4,4
5225,-4,166,4,-4,32
5226,1,1627,4,-4,8
5227,-4,247,4,-4,10
5228,-4,247,5,1,6
5229,1,471,-4,-4,3
5230,1,471,-4,-4,5
5231,1,472,1,-4,11
5232,-4,-3,4,-4,-4
5233,-4,-3,5,9,-4
5234,1,417,5,1,-3
5235,1,371,2,-4,7
5236,1,320,5,1,16
5237,1,320,5,10,19
5238,1,320,4,-4,-3
5239,1,320,4,-4,-3
5240,2,74,4,-4,16
5241,2,71,5,1,13
5242,1,436,2,-4,4
5243,-4,344,-4,-4,7
5244,1,107,4,-4,11
5245,1,107,1,-4,3
5246,1,503,5,1,1
5247,1,246,5,1,2
5248,2,214,4,-4,22
5249,1,268,4,-4,9
5250,1,120,4,-4,2
5251,2,99,5,97,13
5252,2,99,4,-4,6
5253,2,424,-4,-4,3
5254,2,137,4,-4,9
5255,1,124,4,-4,9
5256,-4,-4,4,-4,-4
5257,2,198,4,-4,21
5258,1,187,4,-4,8
5259,1,261,4,-4,9
5260,1,261,4,-4,14
5261,1,261,4,-4,11
5262,1,-3,4,-4,9
5263,1,-3,5,6,9
5264,1,153,2,-4,9
5265,2,51,-4,-4,11
5266,2,51,-4,-4,3
5267,1,569,1,-4,5
5268,1,569,4,-4,-3
5269,1,471,4,-4,13
5270,1,210,4,-4,20
5271,1,120,4,-4,3
5272,1,827,5,8,7
5273,1,20,-4,-4,3
5274,1,424,5,10,4
5275,1,418,5,1,4
5276,1,-3,4,-4,22
5277,-4,325,1,-4,10
5278,1,-3,4,-4,4
5279,1,352,4,-4,5
5280,1,352,1,-4,7
5281,1,227,4,-4,8
5282,1,227,4,-4,8
5283,1,139,1,-4,8
5284,2,0,5,97,48
5285,2,0,-4,-4,13
5286,2,0,5,97,20
5287,-4,88,4,-4,20
5288,-4,88,4,-4,18
5289,-4,-4,2,-4,-4
5290,-4,37,2,-4,14
5291,-4,37,-4,-4,12
5292,-4,128,4,-4,16
5293,-4,81,5,97,36
5294,1,326,1,-4,9
5295,2,63,4,-4,12
5296,-4,44,4,-4,17
5297,-4,44,4,-4,27
5298,1,232,4,-4,7
5299,1,232,-4,-4,20
5300,1,368,1,-4,9
5301,1,368,4,-4,15
5302,1,383,4,-4,9
5303,2,263,2,-4,6
5304,2,263,-4,-4,22
5305,2,194,4,-4,31
5306,1,208,5,1,18
5307,1,160,2,-4,25
5308,1,51,5,97,-3
5309,1,51,4,-4,9
5310,1,269,4,-4,14
5311,1,463,4,-4,13
5312,1,463,4,-4,13
5313,1,388,1,-4,3
5314,-4,286,-4,-4,10
5315,-4,136,2,-4,12
5316,1,333,4,-4,13
5317,1,333,-4,-4,10
5318,1,64,3,-4,11
5319,1,267,2,-4,2
5320,1,471,2,-4,5
5321,-4,-4,4,-4,-4
5322,1,64,4,-4,9
5323,1,250,4,-4,21
5324,2,61,1,-4,25
5325,2,61,4,-4,41
5326,2,-3,5,97,20
5327,1,203,2,-4,2
5328,-4,82,-4,-4,26
5329,3,-3,4,-4,15
5330,-4,0,4,-4,16
5331,-4,-4,4,-4,-4
5332,1,184,4,-4,37
5333,1,184,4,-4,23
5334,1,184,4,-4,16
5335,1,-3,-4,-4,1
5336,1,170,5,5,7
5337,1,170,5,97,15
5338,2,127,2,-4,4
5339,2,127,4,-4,7
5340,1,309,4,-4,16
5341,-4,399,1,-4,5
5342,2,67,4,-4,4
5343,2,67,-4,-4,5
5344,1,363,-4,-4,2
5345,1,515,5,97,18
5346,1,515,4,-4,15
5347,1,143,4,-4,6
5348,1,143,4,-4,5
5349,1,150,-4,-4,8
5350,-4,-4,-4,-4,-4
5351,-4,-4,-4,-4,-4
5352,1,-3,4,-4,4
5353,2,224,4,-4,14
5354,2,224,4,-4,5
5355,1,348,5,97,24
5356,1,348,4,-4,12
5357,1,588,4,-4,10
5358,1,253,4,-4,15
5359,1,275,1,-4,11
5360,1,224,4,-4,10
5361,1,224,4,-4,6
5362,1,243,5,1,7
5363,1,314,2,-4,15
5364,1,409,4,-4,4
5365,-4,182,-4,-4,4
5366,1,205,-4,-4,7
5367,1,264,5,6,8
5368,1,203,4,-4,8
5369,1,315,4,-4,6
5370,1,242,-4,-4,3
5371,-4,163,1,-4,9
5372,-4,208,-4,-4,5
5373,-4,175,1,-4,5
5374,-4,220,1,-4,17
5375,-4,263,1,-4,8
5376,-4,-4,4,-4,-4
5377,-4,71,-4,-4,11
5378,-4,-4,4,-4,-4
5379,1,136,4,-4,19
5380,1,386,4,-4,19
5381,2,55,1,-4,5
5382,1,258,5,97,7
5383,1,-3,5,1,7
5384,1,-3,4,-4,7
5385,1,334,5,1,4
5386,1,-3,-4,-4,6
5387,2,137,4,-4,13
5388,1,512,4,-4,14
5389,1,758,4,-4,11
5390,2,67,5,1,11
5391,1,126,4,-4,6
5392,1,126,3,-4,9
5393,1,222,1,-4,6
5394,1,222,4,-4,19
5395,1,355,-4,-4,10
5396,1,365,5,97,23
5397,1,365,4,-4,17
5398,2,-3,-4,-4,9
5399,2,148,4,-4,15
5400,2,123,2,-4,9
5401,2,235,4,-4,9
5402,2,163,-4,-4,13
5403,2,229,4,-4,13
5404,2,229,5,6,10
5405,1,337,4,-4,6
5406,1,459,3,-4,5
5407,1,459,1,-4,6
5408,1,366,4,-4,11
5409,1,366,4,-4,15
5410,1,366,5,2,10
5411,1,487,4,-4,4
5412,1,305,4,-4,15
5413,-4,-3,1,-4,13
5414,1,159,4,-4,3
5415,1,159,5,97,16
5416,3,-3,2,-4,11
5417,1,306,4,-4,8
5418,1,395,3,-4,13
5419,-4,270,5,2,11
5420,1,207,5,1,3
5421,2,239,2,-4,5
5422,2,239,2,-4,3
5423,1,365,1,-4,5
5424,1,365,4,-4,12
5425,1,214,4,-4,6
5426,1,214,1,-4,10
5427,1,314,5,97,10
5428,1,314,4,-4,-3
5429,1,293,1,-4,9
5430,1,293,-4,-4,2
5431,1,336,-4,-4,4
5432,1,220,3,-4,5
5433,1,321,4,-4,8
5434,1,-3,4,-4,5
5435,-4,157,4,-4,-4
5436,2,71,4,-4,15
5437,2,71,1,-4,9
5438,1,172,1,-4,9
5439,1,754,4,-4,6
5440,1,453,4,-4,2
5441,1,418,1,-4,9
5442,1,418,4,-4,13
5443,1,246,3,-4,5
5444,1,246,5,1,3
5445,1,547,-4,-4,5
5446,1,547,4,-4,11
5447,-4,220,-4,-4,5
5448,1,-3,5,1,15
5449,1,-3,4,-4,7
5450,1,-3,-4,-4,7
5451,1,154,-4,-4,9
5452,1,154,4,-4,7
5453,1,178,5,1,7
5454,-4,-4,5,1,-4
5455,1,301,5,97,13
5456,-4,-4,5,1,-4
5457,2,370,4,-4,16
5458,2,370,4,-4,11
5459,2,251,4,-4,16
5460,2,268,1,-4,-4
5461,1,133,5,1,9
5462,-4,-4,4,-4,-4
5463,-4,-4,4,-4,-4
5464,1,317,4,-4,5
5465,2,45,4,-4,14
5466,2,45,4,-4,11
5467,2,45,4,-4,18
5468,1,-3,4,-4,17
5469,1,-3,3,-4,12
5470,1,-3,5,97,4
5471,1,237,5,1,1
5472,1,237,4,-4,3
5473,1,491,4,-4,8
5474,1,139,4,-4,8
5475,1,654,-4,-4,5
5476,1,198,1,-4,3
5477,1,198,5,97,8
5478,1,522,1,-4,5
5479,2,165,5,1,7
5480,-4,273,5,2,5
5481,-4,192,4,-4,8
5482,-4,192,-4,-4,5
5483,-4,192,4,-4,3
5484,1,490,5,1,6
5485,-4,-4,4,-4,-4
5486,1,317,4,-4,1
5487,2,380,1,-4,7
5488,2,251,-4,-4,7
5489,2,251,-4,-4,9
5490,1,289,4,-4,13
5491,-1,-3,5,2,10
5492,1,317,5,1,16
5493,2,91,4,-4,15
5494,2,91,4,-4,22
5495,1,421,-4,-4,5
5496,1,-3,2,-4,14
5497,1,319,4,-4,11
5498,1,-3,-4,-4,3
5499,1,-3,4,-4,18
5500,1,304,-4,-4,10
5501,1,95,2,-4,12
5502,1,55,3,-4,10
5503,1,55,2,-4,9
5504,1,55,5,2,13
5505,1,517,4,-4,11
5506,1,149,3,-4,9
5507,-4,-4,-4,-4,-4
5508,-4,-4,-4,-4,-4
5509,1,283,4,-4,13
5510,1,283,4,-4,4
5511,1,291,5,2,7
5512,1,256,-4,-4,15
5513,1,289,-4,-4,6
5514,1,289,-4,-4,2
5515,-4,152,4,-4,20
5516,-4,133,-4,-4,5
5517,1,131,5,1,13
5518,1,131,5,1,11
5519,1,131,4,-4,10
5520,2,122,4,-4,11
5521,1,28,5,10,15
5522,1,28,4,-4,16
5523,1,28,-4,-4,3
5524,1,371,-4,-4,2
5525,1,131,4,-4,11
5526,1,131,-4,-4,13
5527,1,-3,-4,-4,2
5528,2,294,4,-4,11
5529,2,294,4,-4,9
5530,1,112,-4,-4,9
5531,1,204,2,-4,7
5532,1,204,5,1,15
5533,1,1627,-4,-4,7
5534,1,194,4,-4,12
5535,1,96,4,-4,18
5536,1,89,1,-4,10
5537,1,89,4,-4,9
5538,1,445,1,-4,7
5539,1,323,4,-4,10
5540,1,253,4,-4,10
5541,1,419,1,-4,11
5542,1,419,4,-4,12
5543,1,396,1,-4,7
5544,1,365,1,-4,8
5545,1,262,4,-4,7
5546,1,694,4,-4,10
5547,1,178,4,-4,11
5548,1,203,-4,-4,13
5549,1,203,5,97,16
5550,1,203,-4,-4,6
5551,1,255,3,-4,14
5552,1,255,4,-4,13
5553,1,255,-4,-4,7
5554,-4,14,3,-4,11
5555,3,-3,-4,-4,4
5556,3,-3,4,-4,18
5557,-4,138,4,-4,10
5558,1,-3,4,-4,9
5560,1,-3,5,1,13
5561,-4,69,-4,-4,10
5562,2,297,1,-4,9
5563,-4,0,-4,-4,12
5564,-4,0,4,-4,17
5565,-4,0,5,97,14
5566,1,465,1,-4,5
5567,3,80,4,-4,-3
5568,-4,246,-4,-4,7
5569,2,-3,-4,-4,13
5570,1,287,-4,-4,-3
5571,1,437,1,-4,4
5572,-4,-4,-4,-4,-4
5573,-4,232,4,-4,13
5574,-4,232,4,-4,6
5575,-4,232,4,-4,5
5576,-4,-4,2,-4,-4
5577,-4,0,4,-4,6
5578,1,427,1,-4,6
5579,1,-3,-4,-4,5
5580,1,56,5,2,8
5581,1,-3,5,1,7
5582,-4,132,4,-4,16
5583,-4,53,2,-4,4
5584,-4,53,-4,-4,10
5585,2,253,-4,-4,10
5586,1,-3,-4,-4,5
5587,-4,63,4,-4,-3
5588,1,-3,-4,-4,5
5589,1,-3,1,-4,2
5590,1,-3,4,-4,6
5591,-4,182,-4,-4,4
5592,-4,155,-4,-4,5
5593,1,-3,-4,-4,3
5594,1,69,5,1,5
5595,1,-3,-4,-4,10
5596,-4,-4,-4,-4,-4
5597,3,-3,4,-4,17
5598,3,-3,5,97,15
5599,1,54,-4,-4,6
5600,1,54,4,-4,8
5601,1,347,-4,-4,3
5602,1,251,5,1,5
5603,-4,19,4,-4,8
5604,1,251,5,1,-3
5605,1,-3,5,97,5
5606,1,87,-4,-4,15
5607,-4,198,-4,-4,1
5608,-4,146,4,-4,25
5609,1,237,-4,-4,3
5610,-4,253,4,-4,14
5611,-4,-3,-4,-4,24
5612,-4,-3,-4,-4,1
5613,-4,204,-4,-4,2
5614,1,1627,5,8,6
5615,1,-3,5,5,7
5616,2,259,3,-4,4
5617,1,321,3,-4,5
5618,1,136,4,-4,25
5619,1,-3,-4,-4,1
5620,2,-3,-4,-4,6
5621,1,177,5,1,4
5622,1,-3,5,1,4
5623,2,149,4,-4,6
5624,1,-3,5,6,5
5625,1,75,4,-4,12
5626,1,75,5,1,2
5627,-4,-4,5,97,-4
5628,1,60,-4,-4,6
5629,2,203,4,-4,6
5630,1,248,5,1,2
5631,-4,18,4,-4,14
5632,-4,118,-4,-4,8
5633,-4,278,-4,-4,6
5634,-4,278,-4,-4,2
5635,-4,323,-4,-4,4
5636,1,69,-4,-4,6
5637,1,91,-4,-4,14
5638,-4,-4,5,1,-4
5639,-4,-4,4,-4,-4
5640,-4,-4,5,97,-4
5641,-4,-4,-4,-4,-4
5642,1,598,-4,-4,9
5643,1,357,5,1,2
5644,1,-3,3,-4,8
5645,-4,211,-4,-4,6
5646,2,451,-4,-4,12
5647,-4,-4,2,-4,-4
5648,-4,176,1,-4,15
5649,-4,176,4,-4,22
5650,-4,176,5,1,14
5651,-4,255,-4,-4,4
5652,-4,255,4,-4,17
5653,-4,317,4,-4,23
5654,1,462,4,-4,-3
5655,2,167,-4,-4,20
5656,2,101,5,1,12
5657,2,448,1,-4,11
5658,2,115,2,-4,8
5659,2,115,-4,-4,5
5660,-4,-4,5,1,-4
5661,-4,-4,4,-4,-4
5662,1,245,-4,-4,9
5663,1,-3,4,-4,26
5664,1,-3,5,1,7
5665,-4,-4,2,-4,-4
5666,1,-3,-4,-4,7
5667,1,434,-4,-4,2
5668,1,434,-4,-4,2
5669,1,200,5,1,1
5670,1,200,4,-4,5
5671,1,576,5,1,8
5672,2,-3,1,-4,11
5673,1,444,5,1,4
5674,1,444,-4,-4,8
5675,1,352,4,-4,15
5676,1,732,4,-4,12
5677,-4,-4,4,-4,-4
5678,1,478,4,-4,11
5679,-4,-4,4,-4,-4
5680,1,279,5,1,6
5681,1,279,1,-4,7
5682,1,-3,-4,-4,4
5683,-4,32,4,-4,18
5684,-4,19,4,-4,21
5685,-4,19,4,-4,14
5686,-4,19,5,-2,18
5687,-4,-3,5,3,-4
5688,-4,-4,-4,-4,-4
5689,1,136,1,-4,16
5690,1,136,-4,-4,7
5691,1,162,1,-4,7
5692,-4,128,1,-4,4
5693,-4,128,-4,-4,6
5694,-4,128,-4,-4,8
5695,-4,77,4,-4,20
5696,-4,-4,-4,-4,-4
5697,1,484,-4,-4,5
5698,-4,-4,2,-4,-4
5699,1,110,-4,-4,8
5700,1,110,-4,-4,14
5701,-4,219,4,-4,17
5702,1,308,4,-4,-3
5703,1,230,5,1,2
5704,1,111,-4,-4,4
5705,1,113,1,-4,7
5706,1,113,1,-4,5
5707,3,-3,4,-4,14
5708,3,150,-4,-4,8
5709,1,-3,5,97,7
5710,1,299,4,-4,8
5711,1,-3,-4,-4,1
5712,-4,69,5,1,12
5713,1,397,5,1,8
5714,1,397,4,-4,3
5715,1,144,5,1,7
5716,1,-3,5,1,7
5717,-4,124,5,5,10
5718,1,4,-4,-4,6
5719,2,143,3,-4,4
5720,1,203,-4,-4,16
5721,1,57,-4,-4,5
5722,1,223,-4,-4,8
5723,2,-3,4,-4,9
5724,1,275,4,-4,9
5725,1,275,4,-4,9
5726,2,107,4,-4,11
5727,2,107,4,-4,19
5728,2,129,5,1,1
5729,2,87,4,-4,14
5730,2,87,4,-4,12
5731,3,39,5,1,13
5732,2,0,5,1,4
5733,1,220,1,-4,5
5734,1,220,-4,-4,9
5735,-4,-3,4,-4,13
5736,1,239,4,-4,7
5737,-4,-3,4,-4,10
5738,1,377,1,-4,6
5739,2,113,4,-4,20
5740,1,449,-4,-4,3
5741,1,-3,-4,-4,12
5742,1,92,5,97,4
5743,1,226,1,-4,5
5744,1,226,4,-4,3
5745,2,112,4,-4,3
5746,2,112,5,1,3
5747,-4,-4,4,-4,-4
5748,1,67,-4,-4,8
5749,2,134,-4,-4,9
5750,1,-3,-4,-4,2
5751,-4,192,2,-4,4
5752,-4,10,-4,-4,7
5753,1,272,1,-4,11
5754,3,40,-4,-4,9
5755,1,63,5,1,1
5756,1,507,1,-4,2
5757,-4,40,4,-4,-4
5758,1,346,4,-4,26
5759,1,346,-4,-4,8
5760,2,45,4,-4,15
5761,2,45,4,-4,19
5762,-4,148,-4,-4,3
5763,2,51,5,2,13
5764,2,51,4,-4,3
5765,1,327,1,-4,6
5766,1,327,-4,-4,1
5767,1,356,-4,-4,3
5768,1,440,5,6,8
5769,1,288,1,-4,7
5770,1,88,5,1,1
5771,-4,214,4,-4,13
5772,-4,214,4,-4,8
5773,-4,-4,5,1,-4
5774,1,32,5,1,1
5775,1,117,5,1,7
5776,1,117,5,1,7
5777,1,431,-4,-4,4
5778,-4,-4,4,-4,-4
5779,1,226,2,-4,6
5780,2,166,-4,-4,5
5781,-4,8,-4,-4,12
5782,-4,8,5,1,3
5783,-4,354,4,-4,11
5784,1,1627,1,-4,8
5785,2,-3,4,-4,13
5786,1,-3,-4,-4,4
5787,-4,49,-4,-4,8
5788,-4,49,-4,-4,5
5789,-4,-3,1,-4,2
5790,1,50,5,1,10
5791,1,96,5,1,7
5792,1,96,5,1,2
5793,1,237,4,-4,9
5794,2,210,4,-4,7
5795,1,243,-4,-4,3
5796,1,243,4,-4,6
5797,-4,-4,-4,-4,-4
5798,2,-3,4,-4,19
5799,1,-3,4,-4,9
5800,1,-3,4,-4,10
5801,1,-3,5,1,11
5802,1,264,2,-4,8
5803,1,200,1,-4,12
5804,-4,7,5,1,3
5805,1,-3,5,1,5
5806,1,407,1,-4,3
5807,1,101,4,-4,9
5808,-4,19,5,97,5
5809,-4,19,2,-4,3
5810,-4,-3,4,-4,6
5811,1,95,5,97,16
5813,1,484,-4,-4,1
5814,2,35,3,-4,11
5815,2,35,-4,-4,7
5816,2,66,-4,-4,-3
5817,2,66,-4,-4,6
5818,3,39,4,-4,11
5819,3,20,-4,-4,10
5820,3,20,-4,-4,8
5821,2,51,-4,-4,5
5822,2,51,5,1,9
5823,2,51,4,-4,20
