"PUBID","P5-101","CV_HH_POV_RATIO","YAST25-3310_COMB","YAST25-3320_COMB","CVC_TTL_RESIDENCES"
1012,2,334,4,-4,13
1013,1,328,5,6,10
1014,1,381,5,1,5
1015,1,381,-4,-4,1
1016,1,358,4,-4,8
1017,1,358,-4,-4,1
1018,1,614,2,-4,7
1019,1,449,4,-4,4
1020,1,584,4,-4,7
1021,1,456,4,-4,13
1022,2,232,4,-4,16
1023,1,160,-4,-4,-3
1024,1,440,4,-4,25
1025,1,314,4,-4,12
1026,1,113,4,-4,9
1027,1,-3,4,-4,5
1028,1,-3,5,1,3
1029,1,364,4,-4,11
1030,2,-3,4,-4,15
1031,2,168,4,-4,10
1032,2,37,4,-4,7
1033,2,37,4,-4,12
1034,2,29,5,97,8
1035,-4,-4,4,-4,-4
1036,2,65,5,1,-3
1037,2,27,5,97,16
1038,2,27,5,1,6
1039,2,27,5,1,18
1040,2,-3,1,-4,3
1041,2,19,4,-4,10
1042,2,19,4,-4,6
1043,2,14,5,97,8
1044,2,14,5,1,4
1045,2,25,5,97,11
1046,2,25,4,-4,10
1047,2,33,5,10,10
1048,2,6,4,-4,10
1049,2,213,4,-4,11
1050,2,-3,4,-4,13
1051,2,-3,-4,-4,6
1052,2,32,4,-4,4
1053,2,38,4,-4,11
1054,2,-3,4,-4,15
1055,2,115,4,-4,9
1056,2,100,4,-4,19
1057,2,100,4,-4,16
1058,2,203,5,1,3
1059,2,46,4,-4,12
1060,2,35,1,-4,11
1061,2,38,5,1,6
1062,2,259,5,1,7
1063,2,-3,5,97,11
1064,2,-3,-4,-4,1
1065,1,414,5,1,6
1066,1,150,5,1,11
1067,1,107,5,2,18
1068,1,107,4,-4,12
1069,1,587,-4,-4,1
1070,1,252,4,-4,10
1071,1,346,5,1,8
1072,2,277,1,-4,7
1073,1,627,1,-4,4
1074,1,627,4,-4,11
1075,1,489,2,-4,3
1076,1,505,2,-4,2
1077,1,505,5,1,2
1078,1,409,5,1,1
1079,1,585,-4,-4,3
1080,1,585,-4,-4,3
1081,1,702,4,-4,10
1082,1,-3,4,-4,-3
1083,1,628,2,-4,7
1084,1,628,5,1,3
1085,1,370,5,1,11
1086,-4,-4,4,-4,-4
1087,1,294,4,-4,7
1088,1,-3,-4,-4,2
1089,2,225,-4,-4,4
1090,2,225,1,-4,6
1091,-4,-4,5,1,-4
1092,-4,-4,4,-4,-4
1093,2,-3,4,-4,12
1094,1,327,5,1,4
1095,1,327,5,3,7
1096,2,39,5,1,16
1097,2,264,1,-4,20
1098,2,264,4,-4,12
1099,-4,-3,1,-4,-4
1100,2,51,4,-4,12
1101,2,34,-4,-4,19
1102,2,34,4,-4,22
1103,2,36,4,-4,9
1104,1,332,3,-4,3
1105,1,332,5,1,2
1106,1,146,4,-4,30
1107,1,146,5,1,19
1108,2,51,4,-4,8
1109,1,308,5,1,1
1110,1,440,-4,-4,4
1111,1,440,5,1,2
1112,1,481,-4,-4,3
1113,1,376,4,-4,5
1114,1,402,4,-4,7
1115,1,531,5,1,2
1116,1,914,2,-4,13
1117,1,914,5,1,5
1118,1,314,4,-4,12
1119,1,314,5,1,12
1120,1,1627,5,1,2
1121,1,-3,-4,-4,2
1122,1,368,1,-4,-3
1123,1,368,5,1,6
1124,2,39,5,97,6
1125,2,943,4,-4,13
1126,-4,-4,4,-4,-4
1127,2,119,4,-4,14
1128,1,-3,5,1,2
1129,2,33,2,-4,-3
1130,2,33,4,-4,10
1131,1,427,4,-4,5
1132,1,238,1,-4,5
1133,1,530,2,-4,5
1134,1,530,-4,-4,7
1135,1,587,4,-4,5
1136,1,604,-4,-4,1
1137,1,-3,4,-4,6
1138,1,-3,4,-4,12
1139,1,543,-4,-4,1
1140,1,491,4,-4,14
1141,3,439,-4,-4,3
1142,2,191,4,-4,12
1143,2,191,4,-4,15
1144,2,191,4,-4,12
1145,1,241,2,-4,15
1146,1,241,4,-4,9
1147,2,119,5,97,2
1148,2,119,4,-4,5
1149,2,119,4,-4,7
1150,2,53,5,3,15
1151,1,193,-4,-4,7
1152,1,272,4,-4,12
1153,1,272,4,-4,4
1154,1,398,4,-4,5
1155,1,-3,5,1,6
1156,1,438,-4,-4,4
1157,1,316,4,-4,14
1158,2,575,4,-4,7
1159,-4,-4,4,-4,-4
1160,-4,-4,4,-4,-4
1161,1,-3,1,-4,15
1162,1,288,4,-4,9
1163,1,288,5,1,8
1164,-4,-4,5,1,-4
1165,-4,-4,2,-4,-4
1166,-4,-4,4,-4,-4
1167,1,-3,1,-4,5
1168,1,-3,-4,-4,3
1169,1,-3,4,-4,5
1170,1,435,-4,-4,8
1171,1,435,4,-4,9
1172,-4,-4,5,1,-4
1173,-4,-4,4,-4,-4
1174,1,250,-4,-4,4
1175,1,245,4,-4,14
1176,1,245,-4,-4,7
1177,-4,-4,4,-4,-4
1178,1,557,5,10,11
1179,1,-3,5,1,5
1180,1,-3,4,-4,2
1181,1,270,-4,-4,2
1182,1,88,4,-4,9
1183,1,88,1,-4,4
1184,1,475,4,-4,16
1185,1,475,-4,-4,9
1186,1,376,4,-4,6
1187,1,376,4,-4,6
1188,1,376,4,-4,7
1189,1,413,5,1,10
1190,1,261,5,1,4
1191,2,385,2,-4,7
1192,2,254,-4,-4,6
1193,1,251,1,-4,3
1194,1,251,3,-4,-3
1195,-4,-4,-4,-4,-4
1196,-4,-4,4,-4,-4
1197,-4,-4,4,-4,-4
1198,1,256,5,1,9
1199,1,-3,5,10,29
1200,2,267,4,-4,27
1201,2,267,-4,-4,21
1202,2,-3,4,-4,12
1203,2,-3,4,-4,10
1204,2,-3,4,-4,11
1205,1,-3,5,97,6
1206,1,72,4,-4,11
1207,-4,-4,4,-4,-4
1208,2,-3,4,-4,7
1209,2,-3,-4,-4,7
1210,2,-3,5,1,11
1211,2,-3,4,-4,12
1212,2,-3,4,-4,-3
1213,2,-3,-4,-4,8
1214,2,-3,4,-4,7
1215,-4,-4,4,-4,-4
1216,-4,-4,4,-4,-4
1217,2,353,5,1,16
1218,2,346,-4,-4,3
1219,2,-3,5,1,8
1220,2,-3,4,-4,13
1221,-4,-4,5,1,-4
1222,1,100,5,1,19
1223,1,413,4,-4,13
1224,2,28,4,-4,19
1225,2,-3,-4,-4,2
1226,1,-3,4,-4,10
1227,1,1627,5,97,14
1228,1,632,4,-4,9
1229,1,347,5,1,4
1230,1,625,4,-4,4
1231,1,1627,4,-4,15
1232,1,1627,4,-4,7
1233,1,1627,5,1,7
1234,1,525,-4,-4,9
1235,1,446,4,-4,10
1236,1,1627,5,1,2
1237,1,921,1,-4,6
1238,1,617,4,-4,-3
1239,1,1627,4,-4,11
1240,1,581,1,-4,10
1241,1,1627,1,-4,14
1242,1,425,-4,-4,9
1243,1,853,4,-4,11
1244,1,1627,-4,-4,3
1245,1,-3,4,-4,4
1246,1,172,5,1,4
1247,1,172,5,1,6
1248,1,172,5,1,3
1249,1,1627,4,-4,11
1250,1,1627,4,-4,8
1251,1,354,4,-4,10
1252,1,354,5,1,7
1253,1,315,1,-4,7
1254,-4,-4,4,-4,-4
1255,-4,-4,-4,-4,-4
1256,-4,-4,4,-4,-4
1257,1,409,-4,-4,4
1258,2,285,-4,-4,6
1259,2,285,2,-4,3
1260,1,253,5,2,22
1261,1,310,1,-4,4
1262,1,310,-4,-4,12
1263,1,126,2,-4,4
1264,1,252,5,1,5
1265,1,553,2,-4,6
1266,-4,-4,4,-4,-4
1267,1,1627,4,-4,9
1268,1,269,4,-4,15
1269,1,269,5,1,6
1270,1,380,4,-4,7
1271,-4,-4,4,-4,-4
1272,2,347,4,-4,18
1273,1,-3,5,1,3
1274,-4,-4,-4,-4,-4
1275,1,258,2,-4,12
1276,1,121,2,-4,7
1277,-4,-4,5,1,-4
1278,1,372,4,-4,12
1279,1,372,5,1,5
1280,1,273,5,1,2
1281,1,336,4,-4,11
1282,1,601,2,-4,14
1283,1,601,5,1,1
1284,1,-3,-4,-4,5
1285,1,-3,4,-4,6
1286,1,-3,5,1,7
1287,1,127,1,-4,-3
1288,2,651,4,-4,15
1289,1,1627,-4,-4,2
1290,1,-3,2,-4,6
1291,1,939,4,-4,10
1292,1,657,4,-4,9
1293,1,503,4,-4,5
1294,1,1627,1,-4,9
1295,1,1627,4,-4,7
1296,-4,-4,4,-4,-4
1297,1,-3,5,1,6
1298,1,523,5,1,18
1299,1,94,-4,-4,2
1300,1,94,-4,-4,2
1301,1,247,5,1,2
1302,1,507,-4,-4,5
1303,1,507,1,-4,7
1304,1,389,2,-4,3
1305,1,389,5,1,3
1306,1,517,4,-4,5
1307,1,517,4,-4,7
1308,1,276,5,1,2
1309,1,433,5,6,20
1310,-4,178,-2,97,21
1311,1,1627,5,1,4
1312,1,321,4,-4,9
1313,1,321,4,-4,5
1314,-4,437,2,-4,3
1315,1,347,2,-4,8
1316,1,347,4,-4,-3
1317,-4,359,-4,-4,2
1318,1,215,-4,-4,10
1319,-4,176,4,-4,4
1320,1,267,4,-4,13
1321,1,267,5,1,10
1322,3,312,1,-4,8
1323,1,368,4,-4,7
1324,2,113,4,-4,12
1325,2,370,4,-4,17
1326,2,253,4,-4,-3
1327,2,232,5,1,8
1328,2,166,5,1,11
1329,2,117,5,10,20
1330,1,1021,4,-4,8
1331,1,-3,-4,-4,4
1332,-4,-4,5,1,-4
1333,-4,-4,-4,-4,-4
1334,1,1627,1,-4,8
1335,1,1627,4,-4,12
1336,1,1627,4,-4,9
1337,1,990,-4,-4,5
1338,1,-3,4,-4,22
1339,1,247,4,-4,7
1340,1,247,-4,-4,1
1341,1,-3,4,-4,14
1342,1,522,4,-4,12
1343,1,578,5,1,19
1344,1,578,4,-4,13
1345,1,527,4,-4,6
1346,1,207,-4,-4,-3
1347,1,453,2,-4,10
1348,1,273,-4,-4,1
1349,1,318,4,-4,9
1350,2,101,4,-4,7
1351,2,0,4,-4,3
1352,2,0,4,-4,8
1353,2,0,4,-4,4
1354,-4,-3,-4,-4,-4
1355,-4,339,-4,-4,-4
1356,2,-3,2,-4,7
1357,2,-3,1,-4,8
1358,2,-3,5,1,11
1359,2,94,4,-4,13
1360,1,652,5,1,17
1361,1,652,4,-4,12
1362,2,436,2,-4,21
1363,2,-3,1,-4,13
1364,1,-3,5,1,9
1365,2,-3,1,-4,11
1366,1,-3,4,-4,20
1367,1,324,4,-4,10
1368,1,219,5,1,2
1369,2,354,4,-4,-3
1370,1,572,4,-4,9
1371,1,216,-4,-4,9
1372,1,216,-4,-4,1
1373,1,475,1,-4,5
1374,1,114,5,1,15
1375,1,114,3,-4,16
1376,3,334,4,-4,13
1377,1,223,5,1,1
1378,1,-3,5,1,-3
1379,1,-3,3,-4,-3
1380,2,331,4,-4,14
1381,2,392,-4,-4,3
1382,1,475,5,4,7
1383,2,169,-4,-4,17
1384,2,69,4,-4,7
1385,2,0,3,-4,22
1386,2,304,4,-4,22
1387,2,-3,4,-4,21
1388,2,-3,4,-4,27
1389,2,-3,4,-4,15
1390,-4,-3,-4,-4,-4
1391,1,-3,5,5,7
1392,1,-3,4,-4,6
1393,1,-3,5,1,6
1394,3,-3,5,1,6
1395,1,264,5,1,4
1396,1,264,-4,-4,3
1397,2,-3,5,97,14
1398,1,-3,4,-4,10
1399,2,73,5,97,-3
1400,3,96,5,1,13
1401,3,96,4,-4,9
1402,1,379,4,-4,8
1403,1,263,1,-4,3
1404,1,263,-4,-4,4
1405,2,36,-4,-4,9
1406,1,886,5,1,9
1407,1,585,5,1,5
1408,1,-3,-4,-4,2
1409,1,426,5,9,8
1410,1,448,5,1,4
1411,1,612,1,-4,9
1412,1,612,4,-4,6
1413,2,326,5,1,27
1414,-1,-3,4,-4,17
1415,2,200,4,-4,9
1416,-4,-3,4,-4,-4
1417,-4,349,4,-4,5
1418,-4,75,1,-4,18
1419,-4,58,-4,-4,1
1420,-4,58,-4,-4,1
1421,1,702,4,-4,11
1422,1,-3,4,-4,4
1423,1,-3,-4,-4,2
1424,3,-3,5,1,9
1425,-4,-4,4,-4,-4
1426,2,-3,4,-4,9
1427,-4,-4,4,-4,-4
1428,1,-3,4,-4,5
1429,1,980,4,-4,6
1430,1,980,1,-4,10
1431,1,541,1,-4,11
1432,1,541,4,-4,9
1433,1,541,4,-4,7
1434,-4,-4,5,4,-4
1435,1,393,1,-4,7
1436,1,393,4,-4,7
1437,1,151,-4,-4,2
1438,1,401,5,1,6
1439,1,595,4,-4,8
1440,1,445,4,-4,6
1441,1,310,5,1,13
1442,1,310,4,-4,7
1443,1,310,4,-4,11
1444,1,654,4,-4,12
1445,1,315,4,-4,12
1446,1,315,4,-4,6
1447,1,617,4,-4,7
1448,1,396,5,1,4
1449,1,1627,4,-4,8
1450,1,1627,4,-4,12
1451,-4,-4,5,1,-4
1452,1,281,4,-4,11
1453,1,823,4,-4,10
1454,1,1627,4,-4,26
1455,1,1627,1,-4,9
1456,1,669,5,1,9
1457,1,585,4,-4,5
1458,1,435,5,1,1
1459,1,435,5,1,2
1460,1,320,4,-4,8
1461,-4,-4,5,1,-4
1462,-4,-4,2,-4,-4
1463,-4,-4,5,1,-4
1464,1,479,-4,-4,6
1465,1,327,-4,-4,10
1466,1,-3,1,-4,8
1467,2,-3,4,-4,9
1468,2,158,4,-4,9
1469,1,162,4,-4,5
1470,2,176,-4,-4,13
1471,2,176,-4,-4,4
1472,1,-3,5,10,44
1473,1,240,1,-4,3
1474,1,377,5,97,11
1475,1,377,4,-4,12
1476,1,624,2,-4,9
1477,1,624,5,1,10
1478,1,342,4,-4,3
1479,1,323,-4,-4,2
1480,1,323,-4,-4,4
1481,2,77,5,1,11
1482,2,259,4,-4,17
1483,2,203,5,1,-3
1484,1,472,5,1,11
1485,1,472,4,-4,5
1486,1,540,5,1,4
1487,1,490,3,-4,10
1488,1,853,5,97,17
1489,1,853,4,-4,16
1490,1,1627,-4,-4,7
1491,1,384,1,-4,15
1492,2,1627,4,-4,7
1493,1,335,4,-4,10
1494,1,579,4,-4,9
1495,1,675,4,-4,8
1496,1,675,1,-4,4
1497,-4,-4,2,-4,-4
1498,1,-3,5,1,7
1499,1,502,5,1,16
1500,1,328,5,1,11
1501,-4,-4,-4,-4,-4
1502,2,486,5,1,6
1503,1,507,5,1,2
1504,1,507,4,-4,8
1505,-4,-4,2,-4,-4
1506,2,-3,-4,-4,5
1507,2,-3,-4,-4,2
1508,2,95,4,-4,17
1509,-4,-4,4,-4,-4
1510,2,188,4,-4,11
1511,2,188,4,-4,9
1512,2,188,4,-4,7
1513,2,188,4,-4,14
1514,-4,-4,5,97,-4
1515,1,333,4,-4,12
1516,1,-3,5,1,5
1517,-4,-4,4,-4,-4
1518,2,475,5,97,17
1519,-4,1627,5,97,-4
1520,1,274,-4,-4,10
1521,-4,-4,4,-4,-4
1522,1,-3,4,-4,9
1523,1,262,4,-4,-3
1524,2,102,4,-4,13
1525,2,232,5,97,15
1526,2,317,-4,-4,3
1527,2,40,4,-4,1
1528,2,35,4,-4,12
1529,2,35,-4,-4,1
1530,1,938,5,1,-3
1531,1,938,4,-4,10
1532,1,392,4,-4,6
1533,1,-3,4,-4,7
1534,-4,160,4,-4,22
1535,-4,160,-4,-4,20
1536,-4,-4,1,-4,-4
1537,-4,-4,4,-4,-4
1538,1,793,-4,-4,2
1539,1,350,-4,-4,5
1540,1,187,5,2,3
1541,1,545,-4,-4,-3
1542,1,-3,4,-4,7
1543,1,343,4,-4,11
1544,1,343,5,1,12
1545,1,333,5,1,3
1546,1,333,5,1,2
1547,1,224,4,-4,10
1548,1,224,-4,-4,3
1549,1,224,2,-4,6
1550,1,552,4,-4,12
1551,1,480,1,-4,9
1552,1,480,4,-4,9
1553,2,67,4,-4,10
1554,2,67,4,-4,8
1555,2,175,5,97,11
1556,2,436,5,1,2
1557,2,436,4,-4,8
1558,2,144,4,-4,13
1559,2,214,4,-4,11
1560,1,273,4,-4,9
1561,1,128,5,1,1
1562,2,333,-4,-4,18
1563,2,294,4,-4,-3
1564,1,91,5,10,10
1565,3,274,5,1,15
1566,2,-3,4,-4,14
1568,1,356,4,-4,10
1569,2,141,4,-4,6
1570,1,-3,2,-4,6
1571,1,-3,4,-4,5
1572,1,-3,1,-4,18
1573,1,-3,1,-4,12
1574,1,288,3,-4,-3
1575,2,-3,4,-4,6
1576,2,449,4,-4,12
1577,2,449,-4,-4,4
1578,1,-3,5,1,5
1579,-4,-4,-4,-4,-4
1580,1,319,4,-4,11
1581,1,-3,-4,-4,1
1582,2,135,5,97,20
1583,-4,-4,5,97,-4
1584,-4,-4,4,-4,-4
1585,-4,-4,4,-4,-4
1586,3,96,5,1,10
1587,2,177,4,-4,14
1588,2,177,4,-4,14
1589,2,-3,4,-4,14
1590,-4,128,5,1,-4
1591,-4,-4,-4,-4,-4
1592,2,561,2,-4,9
1593,-4,-4,-4,-4,-4
1594,1,241,4,-4,7
1595,1,241,4,-4,5
1596,2,145,-4,-4,2
1597,-4,-4,-4,-4,-4
1598,2,99,4,-4,13
1599,2,99,4,-4,10
1600,-4,-4,4,-4,-4
1601,2,-3,4,-4,14
1602,2,-3,5,1,8
1603,-4,-4,4,-4,-4
1604,-4,-4,2,-4,-4
1605,-4,-4,1,-4,-4
1606,2,14,4,-4,9
1607,2,24,4,-4,15
1608,-4,-4,-4,-4,-4
1609,-4,-4,1,-4,-4
1610,1,-3,4,-4,5
1611,1,-3,-4,-4,4
1612,1,-3,4,-4,12
1613,-4,-4,-4,-4,-4
1614,1,1627,1,-4,9
1615,1,-3,5,1,3
1616,1,427,5,1,3
1617,1,565,4,-4,14
1618,2,365,5,1,4
1619,1,-3,4,-4,3
1620,1,-3,1,-4,4
1621,3,-3,5,1,4
1622,1,601,4,-4,9
1623,1,815,4,-4,16
1624,1,1627,4,-4,14
1625,1,146,-4,-4,5
1626,1,146,4,-4,6
1627,2,74,4,-4,5
1628,2,74,4,-4,4
1629,1,543,4,-4,13
1630,1,226,5,1,8
1631,1,346,-4,-4,5
1632,1,438,5,2,11
1633,1,623,5,10,10
1634,1,623,4,-4,9
1635,1,736,-4,-4,6
1636,1,-3,5,1,2
1637,2,-3,5,2,9
1638,1,523,-4,-4,7
1639,1,441,5,1,9
1640,1,446,4,-4,4
1641,1,446,4,-4,4
1642,1,1627,4,-4,7
1643,1,226,-4,-4,1
1644,1,-3,2,-4,5
1645,1,699,4,-4,8
1646,1,563,4,-4,8
1647,2,410,4,-4,12
1648,1,248,4,-4,4
1649,1,349,2,-4,8
1650,-4,-4,-4,-4,-4
1651,1,315,-4,-4,12
1652,1,578,-4,-4,2
1653,1,408,4,-4,4
1654,1,514,1,-4,6
1655,2,234,4,-4,9
1656,2,284,5,4,12
1657,-4,31,4,-4,-4
1658,1,-3,-4,-4,6
1659,1,525,4,-4,9
1660,1,1627,-4,-4,1
1661,1,694,4,-4,14
1662,2,75,4,-4,11
1663,2,412,-4,-4,10
1664,-4,-4,5,1,-4
1665,-4,101,5,97,19
1666,-4,126,2,-4,8
1667,-4,-4,5,4,-4
1668,-4,158,-4,-4,19
1669,1,419,5,1,12
1670,1,-3,4,-4,11
1671,1,-3,4,-4,16
1672,1,-3,4,-4,13
1673,1,736,3,-4,16
1674,-4,-4,4,-4,-4
1675,-4,-4,4,-4,-4
1676,1,518,5,5,8
1677,1,518,2,-4,6
1678,-4,-4,4,-4,-4
1679,2,-3,2,-4,7
1680,1,1627,4,-4,9
1681,1,215,-4,-4,9
1682,1,1627,4,-4,22
1683,1,-3,5,97,12
1684,1,-3,5,1,7
1685,-4,-4,4,-4,-4
1686,1,-3,5,3,8
1687,1,745,4,-4,13
1688,1,745,5,97,10
1689,2,150,4,-4,-3
1690,1,581,-4,-4,12
1691,1,581,5,1,2
1692,1,377,1,-4,7
1693,2,1627,4,-4,10
1694,1,652,2,-4,7
1695,1,652,2,-4,8
1696,1,365,4,-4,11
1697,1,465,-4,-4,5
1698,1,695,4,-4,12
1699,1,695,-4,-4,2
1700,-4,-4,4,-4,-4
1701,-4,-4,4,-4,-4
1702,1,-3,-4,-4,1
1703,1,173,4,-4,7
1704,1,173,5,97,6
1705,-4,25,5,1,31
1706,-4,25,5,2,-3
1707,-4,-4,-4,-4,-4
1708,2,95,5,2,19
1709,1,268,2,-4,10
1710,1,268,-4,-4,7
1711,-4,-4,4,-4,-4
1712,-4,-4,-4,-4,-4
1713,1,339,5,1,4
1714,-4,72,-4,-4,15
1715,-4,87,4,-4,11
1716,-4,87,1,-4,5
1717,-4,87,5,97,-3
1718,-4,-3,4,-4,12
1719,-4,-3,4,-4,7
1720,-4,164,-4,-4,14
1721,-4,-3,2,-4,7
1722,-4,128,4,-4,6
1723,-4,-3,4,-4,-4
1724,-4,-3,-4,-4,9
1725,-4,4,-4,-4,6
1726,-4,4,-4,-4,2
1727,-4,62,4,-4,14
1728,-4,-3,4,-4,17
1729,-4,-3,5,1,12
1730,-4,233,1,-4,16
1731,-4,128,-4,-4,4
1732,-4,-4,5,1,-4
1733,1,412,4,-4,20
1734,-4,-4,4,-4,-4
1735,1,211,1,-4,8
1736,1,211,-4,-4,12
1737,1,238,-4,-4,5
1738,1,238,-4,-4,1
1739,1,248,4,-4,10
1740,1,-3,4,-4,19
1741,1,-3,2,-4,17
1742,1,-3,-4,-4,1
1743,1,-3,1,-4,3
1744,1,270,1,-4,7
1745,-4,-4,5,2,-4
1746,1,440,1,-4,3
1747,-4,126,4,-4,13
1748,2,261,-4,-4,1
1749,-4,-4,4,-4,-4
1750,2,-3,-4,-4,5
1751,2,215,3,-4,6
1752,1,1627,4,-4,14
1753,1,488,4,-4,14
1754,2,428,5,2,25
1755,1,400,4,-4,10
1756,1,440,-4,-4,3
1757,1,440,4,-4,14
1758,1,962,-4,-4,3
1759,1,23,4,-4,10
1760,1,-3,4,-4,7
1761,-4,-4,4,-4,-4
1762,-4,-4,-4,-4,-4
1763,-4,-4,5,97,-4
1764,1,-3,-4,-4,1
1765,2,176,-4,-4,15
1766,1,-3,5,1,2
1767,1,-3,-4,-4,-3
1768,1,348,4,-4,10
1769,1,348,4,-4,7
1770,2,97,2,-4,8
1771,1,357,4,-4,8
1772,1,267,4,-4,10
1773,1,267,4,-4,12
1774,1,377,5,1,1
1775,-4,-4,2,-4,-4
1776,1,555,1,-4,10
1777,1,223,4,-4,4
1778,1,207,2,-4,4
1779,1,207,1,-4,3
1780,1,-3,4,-4,13
1781,1,534,5,1,5
1782,-4,-4,1,-4,-4
1783,1,322,5,1,6
1784,1,333,5,1,2
1785,2,-3,3,-4,9
1786,1,198,4,-4,4
1787,1,198,4,-4,5
1788,1,103,5,97,4
1789,1,103,4,-4,8
1790,1,641,1,-4,19
1791,1,641,1,-4,18
1792,1,49,4,-4,9
1793,1,-3,1,-4,5
1794,1,-3,4,-4,10
1795,1,-3,5,1,12
1796,1,-3,-4,-4,1
1797,1,-3,2,-4,2
1798,1,304,-4,-4,4
1799,1,304,-4,-4,4
1800,1,265,4,-4,14
1801,-4,161,5,1,-4
1802,1,310,1,-4,8
1803,-4,-4,2,-4,-4
1804,2,-3,5,1,11
1805,1,320,2,-4,19
1806,1,380,-4,-4,6
1807,1,199,2,-4,9
1808,1,-3,4,-4,13
1809,2,212,4,-4,17
1810,2,212,4,-4,8
1811,2,212,5,1,5
1812,1,475,4,-4,9
1813,1,217,4,-4,10
1814,1,217,3,-4,7
1815,1,354,2,-4,4
1816,1,354,4,-4,6
1817,1,251,5,3,9
1818,1,99,5,2,8
1819,1,253,1,-4,9
1820,1,261,4,-4,10
1821,2,344,-4,-4,10
1822,2,344,-4,-4,6
1823,1,517,1,-4,11
1824,1,468,4,-4,9
1825,1,772,4,-4,9
1826,1,302,4,-4,6
1827,1,582,1,-4,7
1828,1,582,4,-4,13
1829,1,-3,1,-4,7
1830,1,368,4,-4,15
1831,1,1627,1,-4,8
1832,1,330,4,-4,10
1833,1,-3,4,-4,6
1834,1,618,5,1,4
1835,-4,-4,-4,-4,-4
1836,1,642,-4,-4,12
1837,1,901,4,-4,9
1838,1,1627,1,-4,7
1839,1,180,4,-4,10
1840,1,180,2,-4,15
1841,1,180,1,-4,13
1842,2,45,5,1,6
1843,-4,-4,5,97,-4
1844,-4,-4,1,-4,-4
1845,2,59,4,-4,17
1846,2,59,4,-4,15
1847,1,197,4,-4,9
1848,1,232,-4,-4,1
1849,1,316,5,1,3
1850,1,214,-4,-4,5
1851,-4,377,5,97,-4
1852,1,214,-4,-4,3
1853,2,331,5,1,8
1854,1,-3,4,-4,14
1855,1,348,-4,-4,5
1856,1,606,2,-4,8
1857,1,606,2,-4,4
1858,1,649,4,-4,10
1859,1,622,-4,-4,13
1860,1,420,5,1,4
1861,1,420,1,-4,8
1862,1,610,2,-4,3
1863,1,613,-4,-4,1
1864,1,-3,1,-4,7
1865,2,200,5,1,12
1866,1,280,4,-4,8
1867,2,191,4,-4,10
1868,-4,-4,4,-4,-4
1869,1,197,4,-4,15
1870,-4,-4,4,-4,-4
1871,1,119,5,1,3
1872,1,80,4,-4,6
1873,1,308,1,-4,5
1874,1,308,1,-4,10
1875,-4,-4,1,-4,-4
1876,1,-3,1,-4,4
1877,1,240,5,1,8
1878,1,240,4,-4,3
1879,1,318,5,97,13
1880,1,277,1,-4,13
1881,1,527,5,1,11
1882,1,359,4,-4,-3
1883,1,359,4,-4,6
1884,1,-3,2,-4,12
1885,1,-3,4,-4,10
1886,1,213,4,-4,3
1887,1,1627,4,-4,10
1888,1,251,4,-4,12
1889,1,113,-4,-4,1
1890,1,113,-4,-4,1
1891,1,113,-4,-4,1
1892,1,504,-4,-4,2
1893,1,365,1,-4,2
1894,1,287,1,-4,3
1895,1,287,4,-4,7
1896,2,556,4,-4,24
1897,1,525,2,-4,8
1898,1,525,4,-4,6
1899,1,170,5,1,11
1900,1,170,4,-4,14
1901,2,-3,4,-4,18
1902,2,-3,4,-4,19
1903,1,644,4,-4,10
1904,1,644,2,-4,6
1905,1,481,4,-4,11
1906,1,287,4,-4,8
1907,1,342,-4,-4,9
1908,1,-3,3,-4,5
1909,1,-3,4,-4,11
1910,2,283,4,-4,13
1911,2,283,4,-4,16
1912,2,370,4,-4,11
1913,2,111,4,-4,27
1914,2,506,5,1,15
1915,2,54,5,1,11
1916,1,457,4,-4,17
1917,3,17,2,-4,4
1918,1,255,4,-4,7
1919,1,255,5,8,10
1920,1,928,4,-4,4
1921,1,-3,4,-4,10
1922,1,-3,-4,-4,8
1923,1,84,4,-4,12
1924,1,292,-4,-4,12
1925,1,1627,5,1,7
1926,2,-3,5,97,8
1927,2,-3,4,-4,3
1928,2,114,5,1,27
1929,2,114,5,1,8
1930,2,96,4,-4,12
1931,1,430,4,-4,13
1932,1,713,4,-4,12
1933,2,198,4,-4,19
1934,2,134,1,-4,14
1935,2,-3,4,-4,19
1936,2,93,-4,-4,3
1937,2,180,4,-4,11
1938,2,180,4,-4,11
1939,2,182,5,1,11
1940,2,-3,5,1,4
1941,2,139,4,-4,20
1942,2,139,1,-4,7
1943,1,217,4,-4,13
1944,1,217,4,-4,11
1945,2,102,5,97,2
1946,1,-3,-4,-4,8
1947,1,412,4,-4,15
1948,2,59,5,97,18
1949,2,249,1,-4,7
1950,1,308,4,-4,7
1951,2,-3,-4,-4,7
1952,1,-3,5,97,3
1953,1,132,-4,-4,9
1954,1,-3,5,1,1
1955,2,191,-4,-4,2
1956,2,191,4,-4,21
1957,1,-3,1,-4,8
1958,1,-3,1,-4,3
1959,1,52,4,-4,10
1960,2,93,4,-4,5
1961,2,93,4,-4,1
1962,1,392,5,1,6
1963,1,467,4,-4,8
1964,3,-3,4,-4,19
1965,1,310,-4,-4,6
1966,1,362,5,1,3
1967,1,294,1,-4,8
1968,1,294,4,-4,7
1969,1,294,4,-4,15
1970,1,503,4,-4,11
1971,1,304,4,-4,8
1972,1,304,1,-4,12
